Report Number,Report DateTime,Offense Parent Group,Offense,Offense Code,MCPP,Longitude,Latitude,Year,Month,Day,Hour,Minute,Location,Zipcode
2020-928418,12/22/2020 01:22:31 PM,LARCENY-THEFT,All Other Larceny,23H,BALLARD SOUTH,-122.366124755,47.67344262,2020.0,12.0,16.0,16.0,0.0,"6108, 8th Avenue Northwest, Phinney Ridge, Seattle, King County, Washington, 98107, United States",98107
2020-928422,12/22/2020 01:22:21 PM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,CAPITOL HILL,-122.324020896,47.62141328,2020.0,12.0,19.0,22.0,0.0,"Thunderbird Apartments, 315, Belmont Avenue East, Capitol Hill, Seattle, King County, Washington, 98102, United States",98102
2020-928405,12/22/2020 12:12:43 PM,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,MILLER PARK,-122.303560528,47.62379376,2020.0,12.0,17.0,19.0,30.0,"520, 22nd Avenue East, Madison Valley, Seattle, King County, Washington, 98112, United States",98112
2020-928404,12/22/2020 12:12:16 PM,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,NORTHGATE,-122.341305599,47.69144753,2020.0,12.0,19.0,9.0,0.0,"8531, Stone Avenue North, Licton Springs, Greenwood, Seattle, King County, Washington, 98103, United States",98103
2020-928390,12/22/2020 10:32:17 AM,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,MONTLAKE/PORTAGE BAY,-122.300717625,47.64411913,2020.0,12.0,18.0,21.0,45.0,"2425, East Lake Washington Boulevard, Montlake, Seattle, King County, Washington, 98112, United States",98112
2020-928386,12/22/2020 10:22:38 AM,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,MID BEACON HILL,-122.291556581,47.55400645,2020.0,12.0,18.0,17.0,0.0,"5316, 32nd Avenue South, Columbia City, Rainier Valley, Seattle, King County, Washington, 98118, United States",98118
2020-928368,12/20/2020 12:22:22 PM,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,HIGH POINT,-122.37231413,47.54970791,2020.0,12.0,20.0,2.0,0.0,"5909, 31st Avenue Southwest, Delridge, Seattle, King County, Washington, 98126, United States",98126
2020-349008,12/20/2020 12:20:26 PM,ASSAULT OFFENSES,Aggravated Assault,13A,NORTHGATE,-122.328906001,47.72407511,2020.0,12.0,20.0,11.0,8.0,"13026, 1st Avenue Northeast, Haller Lake, Seattle, King County, Washington, 98125, United States",98125
2020-349008,12/20/2020 12:20:26 PM,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,BITTERLAKE,-122.35825003,47.72370152,2020.0,12.0,20.0,11.0,8.0,"13017, 1st Avenue Northwest, Broadview, Seattle, King County, Washington, 98177, United States",98177
2020-348928,12/20/2020 10:04:31 AM,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,SOUTH DELRIDGE,-122.35511453,47.52195143,2020.0,12.0,19.0,22.0,30.0,"9027, 16th Avenue Southwest, Highland Park, Seattle, King County, Washington, 98106, United States",98106
2020-348928,12/20/2020 10:04:31 AM,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,SOUTH DELRIDGE,-122.35511453,47.52195143,2020.0,12.0,20.0,8.0,24.0,"9027, 16th Avenue Southwest, Highland Park, Seattle, King County, Washington, 98106, United States",98106
2020-928336,12/20/2020 10:03:10 AM,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,MILLER PARK,-122.304703761,47.62229661,2020.0,12.0,19.0,0.0,5.0,"Meany Middle School, 301, 21st Avenue East, Madison Valley, Seattle, King County, Washington, 98112, United States",98112
2020-928330,12/20/2020 10:02:33 AM,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,PHINNEY RIDGE,-122.362509063,47.67688393,2020.0,12.0,19.0,0.0,15.0,"6528, 5th Avenue Northwest, Whittier Heights, Phinney Ridge, Seattle, King County, Washington, 98117, United States",98117
2020-928321,12/20/2020 09:32:23 AM,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,NORTH DELRIDGE,-122.368108654,47.56652914,2020.0,12.0,19.0,2.0,0.0,"4117, 28th Avenue Southwest, Youngstown, West Seattle, Seattle, King County, Washington, 98126, United States",98126
2020-928317,12/20/2020 09:22:22 AM,LARCENY-THEFT,Theft From Motor Vehicle,23F,MID BEACON HILL,-122.314783435,47.55638651,2020.0,12.0,18.0,5.0,25.0,"1331, South Pearl Street, South Seattle, Georgetown, Seattle, King County, Washington, 98108, United States",98108
2020-928300,12/20/2020 07:42:13 AM,LARCENY-THEFT,All Other Larceny,23H,EASTLAKE - WEST,-122.323163314,47.64729743,2020.0,12.0,18.0,12.0,0.0,"2913, Franklin Avenue East, Eastlake, Wallingford, Seattle, King County, Washington, 98102, United States",98102
2020-928295,12/20/2020 07:32:21 AM,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,BALLARD SOUTH,-122.378881758,47.67199787,2020.0,12.0,18.0,1.0,0.0,"5907, 17th Avenue Northwest, Ballard, Seattle, King County, Washington, 98107, United States",98107
2020-928289,12/20/2020 07:12:17 AM,LARCENY-THEFT,Theft From Motor Vehicle,23F,ROOSEVELT/RAVENNA,-122.32490882,47.67889272,2020.0,12.0,18.0,13.0,5.0,"Woodlawn Avenue Northeast, Green Lake, Seattle, King County, Washington, 98015, United States",98015
2020-928285,12/20/2020 07:02:14 AM,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,MORGAN,-122.383343327,47.53066287,2020.0,12.0,18.0,3.0,25.0,"3928, Southwest Elmgrove Street, High Point, Westwood, Seattle, King County, Washington, 98136, United States",98136
2020-928279,12/20/2020 06:42:18 AM,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,BALLARD SOUTH,-122.374897202,47.67090049,2020.0,12.0,14.0,17.0,0.0,"Saint Alphonsus School, Northwest 58th Street, Ballard, Seattle, King County, Washington, 98107, United States",98107
2020-928280,12/20/2020 06:42:11 AM,LARCENY-THEFT,Shoplifting,23C,NORTHGATE,-122.324615158,47.7086028,2020.0,12.0,17.0,12.0,9.0,"Dick's Sporting Goods, 328, Northeast Northgate Way, Northgate, Seattle, King County, Washington, 98125, United States",98125
2020-928277,12/20/2020 06:02:49 AM,LARCENY-THEFT,Theft From Motor Vehicle,23F,MOUNT BAKER,-122.294162713,47.5783464,2020.0,12.0,19.0,3.0,0.0,"2916, South McClellan Street, Mount Baker, Seattle, King County, Washington, 98144, United States",98144
2020-928274,12/20/2020 06:02:19 AM,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,BALLARD SOUTH,-122.373580911,47.67162889,2020.0,12.0,18.0,5.0,0.0,"1400, Northwest 59th Street, Sunset Hill, Ballard, Seattle, King County, Washington, 98107, United States",98107
2020-928272,12/19/2020 02:12:42 PM,LARCENY-THEFT,All Other Larceny,23H,HIGHLAND PARK,-122.356391157,47.53277595,2020.0,12.0,16.0,20.0,34.0,"7728, 17th Avenue Southwest, Highland Park, Seattle, King County, Washington, 98106, United States",98106
2020-928268,12/19/2020 02:12:27 PM,LARCENY-THEFT,All Other Larceny,23H,NORTHGATE,-122.318037088,47.71633299,2020.0,12.0,18.0,10.0,0.0,"12011, Roosevelt Way Northeast, Northgate, Seattle, King County, Washington, 98125, United States",98125
2020-928270,12/19/2020 02:12:21 PM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,NORTHGATE,-122.323242012,47.70744278,2020.0,12.0,17.0,3.0,0.0,"10720, 5th Avenue Northeast, Northgate, Seattle, King County, Washington, 98125, United States",98125
2020-928265,12/19/2020 02:02:40 PM,LARCENY-THEFT,All Other Larceny,23H,SANDPOINT,-122.285989044,47.67668605,2020.0,12.0,16.0,14.0,6.0,"6529, 39th Avenue Northeast, Seattle, King County, Washington, 98115, United States",98115
2020-928264,12/19/2020 02:02:24 PM,LARCENY-THEFT,All Other Larceny,23H,GEORGETOWN,-122.318181824,47.54626879,2020.0,12.0,16.0,12.0,4.0,"6276, Ellis Avenue South, Van Asselt, Georgetown, Seattle, King County, Washington, 98108, United States",98108
2020-928262,12/19/2020 01:42:32 PM,LARCENY-THEFT,All Other Larceny,23H,MADRONA/LESCHI,-122.2954829,47.59274852,2020.0,12.0,17.0,22.0,58.0,"1115, 29th Avenue South, Leschi, Seattle, King County, Washington, 98144, United States",98144
2020-928256,12/19/2020 01:22:20 PM,LARCENY-THEFT,Theft From Motor Vehicle,23F,ROOSEVELT/RAVENNA,-122.318739014,47.67729636,2020.0,12.0,18.0,1.0,0.0,"830, Northeast 67th Street, Green Lake, Seattle, King County, Washington, 98115, United States",98115
2020-928257,12/19/2020 01:22:12 PM,LARCENY-THEFT,All Other Larceny,23H,NORTH BEACON HILL,-122.303325111,47.57835108,2020.0,12.0,17.0,16.0,7.0,"2721, 23rd Avenue South, Beacon Hill, Seattle, King County, Washington, 98144, United States",98144
2020-928253,12/19/2020 01:12:50 PM,LARCENY-THEFT,Theft From Motor Vehicle,23F,HIGHLAND PARK,-122.343661645,47.53195159,2020.0,12.0,18.0,9.0,57.0,"600, Southwest Kenyon Street, Highland Park, Seattle, King County, Washington, 98106, United States",98106
2020-928254,12/19/2020 01:12:41 PM,LARCENY-THEFT,Theft From Motor Vehicle,23F,QUEEN ANNE,-122.355038921,47.63316591,2020.0,12.0,17.0,19.0,5.0,"108, Garfield Street, Queen Anne, Seattle, King County, Washington, 98109, United States",98109
2020-928252,12/19/2020 01:12:33 PM,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,BALLARD SOUTH,-122.370751908,47.67162573,2020.0,12.0,17.0,21.0,0.0,"943, Northwest 59th Street, Sunset Hill, Ballard, Seattle, King County, Washington, 98107, United States",98107
2020-928251,12/19/2020 01:12:25 PM,LARCENY-THEFT,Theft From Motor Vehicle,23F,SLU/CASCADE,-122.33294187,47.6158847,2020.0,12.0,18.0,4.0,0.0,"Residence Inn, 1815, Terry Avenue, Central Business District, First Hill, Seattle, King County, Washington, 98101, United States",98101
2020-928249,12/19/2020 01:02:32 PM,LARCENY-THEFT,Theft of Motor Vehicle Parts or Accessories,23G,ROOSEVELT/RAVENNA,-122.333544897,47.67395234,2020.0,12.0,18.0,4.0,15.0,"6209, Meridian Avenue North, Meridian, Green Lake, Seattle, King County, Washington, 98103, United States",98103
2020-928248,12/19/2020 01:02:24 PM,LARCENY-THEFT,Theft From Motor Vehicle,23F,LAKEWOOD/SEWARD PARK,-122.274483909,47.56259278,2020.0,12.0,16.0,19.0,0.0,"4515, 47th Avenue South, Columbia, Mount Baker, Seattle, King County, Washington, 98118, United States",98118
2020-928246,12/19/2020 12:42:19 PM,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,FREMONT,-122.361919423,47.65606237,2020.0,12.0,17.0,21.0,55.0,"Frēlard Pizza, 4010, Leary Way Northwest, Fremont, Seattle, King County, Washington, 98107, United States",98107
2020-928245,12/19/2020 12:32:55 PM,LARCENY-THEFT,All Other Larceny,23H,CENTRAL AREA/SQUIRE PARK,-122.303753445,47.61764399,2020.0,12.0,18.0,9.0,50.0,"Session, 1717, 22nd Avenue, Madison Valley, Seattle, King County, Washington, 98122, United States",98122
2020-928244,12/19/2020 12:32:48 PM,FRAUD OFFENSES,False Pretenses/Swindle/Confidence Game,26A,SOUTH DELRIDGE,-122.355154773,47.51827803,2020.0,12.0,16.0,13.0,5.0,"9439, 16th Avenue Southwest, Seattle, King County, Washington, 98106, United States",98106
2020-928242,12/19/2020 12:32:33 PM,LARCENY-THEFT,All Other Larceny,23H,LAKECITY,-122.291952604,47.69929876,2020.0,12.0,17.0,12.0,58.0,"3228, Northeast 97th Street, Alicia Park, Seattle, King County, Washington, 98115, United States",98115
2020-928240,12/19/2020 12:32:15 PM,LARCENY-THEFT,Theft From Motor Vehicle,23F,BALLARD SOUTH,-122.392870937,47.67092116,2020.0,12.0,18.0,1.0,0.0,"2803, Northwest 58th Street, Sunset Hill, Ballard, Seattle, King County, Washington, 98107, United States",98107
2020-928239,12/19/2020 12:22:23 PM,LARCENY-THEFT,Theft From Motor Vehicle,23F,HIGHLAND PARK,-122.348000811,47.52281876,2020.0,12.0,18.0,6.0,0.0,"1006, Southwest Henderson Street, Highland Park, Seattle, King County, Washington, 98106, United States",98106
2020-928237,12/19/2020 12:22:10 PM,LARCENY-THEFT,All Other Larceny,23H,SANDPOINT,-122.305692297,47.69135372,2020.0,12.0,17.0,17.0,30.0,"M, 21st Place Northeast, Ravenna88 Townhomes, Maple Leaf, Seattle, King County, Washington, 98115, United States",98115
2020-928235,12/19/2020 12:12:53 PM,LARCENY-THEFT,Theft From Motor Vehicle,23F,BALLARD SOUTH,-122.388695078,47.67237566,2020.0,12.0,17.0,0.0,0.0,"2422, Northwest 60th Street, Sunset Hill, Ballard, Seattle, King County, Washington, 98107, United States",98107
2020-928234,12/19/2020 12:12:23 PM,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,BALLARD NORTH,-122.367803189,47.69207335,2020.0,12.0,18.0,0.0,10.0,"862, Northwest 87th Street, Crown Hill, Greenwood, Seattle, King County, Washington, 98117, United States",98117
2020-928232,12/19/2020 12:12:13 PM,LARCENY-THEFT,Theft From Motor Vehicle,23F,MAGNOLIA,-122.40650066,47.65921111,2020.0,12.0,17.0,15.0,30.0,"Discovery Park Boulevard, Lawton Park, Magnolia, Seattle, King County, Washington, 98199, United States",98199
2020-928230,12/19/2020 11:52:13 AM,LARCENY-THEFT,Theft From Building,23D,ROOSEVELT/RAVENNA,-122.317489509,47.68311118,2020.0,12.0,17.0,16.0,44.0,"7500, Roosevelt Way Northeast, Green Lake, Seattle, King County, Washington, 98115, United States",98115
2020-928226,12/19/2020 11:12:23 AM,LARCENY-THEFT,Theft From Building,23D,NORTH DELRIDGE,-122.374195745,47.56407561,2020.0,12.0,17.0,17.0,0.0,"3236, Southwest Avalon Way, West Seattle, Seattle, King County, Washington, 98126, United States",98126
2020-928227,12/19/2020 11:12:15 AM,LARCENY-THEFT,Theft From Motor Vehicle,23F,NORTH ADMIRAL,-122.386422525,47.58400106,2020.0,12.0,16.0,19.0,30.0,"Ella & Oz Salon, Southwest Walker Street, Admiral, Seattle, King County, Washington, 98116, United States",98116
2020-928225,12/19/2020 11:02:35 AM,LARCENY-THEFT,Theft From Motor Vehicle,23F,ROXHILL/WESTWOOD/ARBOR HEIGHTS,-122.375244898,47.53465027,2020.0,12.0,16.0,4.0,45.0,"7528, 34th Avenue Southwest, High Point, Seattle, King County, Washington, 98126, United States",98126
2020-928223,12/19/2020 11:02:28 AM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,CAPITOL HILL,-122.322033081,47.62152029,2020.0,12.0,17.0,18.0,10.0,"Roycroft, 317, Harvard Avenue East, Capitol Hill, Seattle, King County, Washington, 98102, United States",98102
2020-928212,12/19/2020 10:53:14 AM,LARCENY-THEFT,Theft From Motor Vehicle,23F,MAGNOLIA,-122.40650066,47.65921111,2020.0,12.0,17.0,16.0,0.0,"Discovery Park Boulevard, Lawton Park, Magnolia, Seattle, King County, Washington, 98199, United States",98199
2020-928213,12/19/2020 10:52:57 AM,LARCENY-THEFT,Theft From Motor Vehicle,23F,DOWNTOWN COMMERCIAL,-122.333103866,47.60797946,2020.0,12.0,17.0,9.0,15.0,"501, Seneca Street, Central Business District, First Hill, Seattle, King County, Washington, 98101, United States",98101
2020-928220,12/19/2020 10:52:43 AM,LARCENY-THEFT,Theft From Motor Vehicle,23F,BRIGHTON/DUNLAP,-122.275910364,47.54424507,2020.0,12.0,17.0,0.0,0.0,"4455, South Morgan Street, Brighton, Rainier Valley, Seattle, King County, Washington, 98118, United States",98118
2020-928218,12/19/2020 10:52:27 AM,LARCENY-THEFT,Theft From Motor Vehicle,23F,LAKEWOOD/SEWARD PARK,-122.26699826,47.55555784,2020.0,12.0,17.0,11.0,30.0,"5224, South Farrar Street, Seward Park, Seattle, King County, Washington, 98118, United States",98118
2020-928217,12/19/2020 10:52:21 AM,LARCENY-THEFT,Theft From Motor Vehicle,23F,MID BEACON HILL,-122.294068476,47.55851285,2020.0,12.0,16.0,7.0,45.0,"4814, 30th Avenue South, Columbia City, Rainier Vista, Seattle, King County, Washington, 98108, United States",98108
2020-928216,12/19/2020 10:52:13 AM,LARCENY-THEFT,Theft From Motor Vehicle,23F,QUEEN ANNE,-122.347152248,47.63404025,2020.0,12.0,16.0,21.0,0.0,"1622, 5th Avenue North, Queen Anne, Seattle, King County, Washington, 98109, United States",98109
2020-928205,12/19/2020 10:42:14 AM,DESTRUCTION/DAMAGE/VANDALISM OF PROPERTY,Destruction/Damage/Vandalism of Property,290,UNIVERSITY,-122.315442444,47.66128458,2020.0,12.0,16.0,10.0,0.0,"4333, 12th Avenue Northeast, University District, Seattle, King County, Washington, 98105, United States",98105
2020-928204,12/19/2020 10:02:16 AM,LARCENY-THEFT,Theft From Building,23D,GREENWOOD,-122.356651021,47.70364225,2020.0,12.0,17.0,15.0,20.0,"Leilani 2, North 103rd Street, Greenwood, Seattle, King County, Washington, 98133-9145, United States",98133-9145
2020-928203,12/19/2020 09:52:17 AM,LARCENY-THEFT,Theft From Motor Vehicle,23F,FREMONT,-122.351773408,47.66139663,2020.0,12.0,16.0,21.0,0.0,"520, North 45th Street, Phinney Ridge, Seattle, King County, Washington, 98103, United States",98103
2020-928200,12/19/2020 09:32:23 AM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,CAPITOL HILL,-122.322033081,47.62152029,2020.0,12.0,17.0,8.0,0.0,"Roycroft, 317, Harvard Avenue East, Capitol Hill, Seattle, King County, Washington, 98102, United States",98102
2020-928199,12/19/2020 09:32:15 AM,LARCENY-THEFT,Theft From Motor Vehicle,23F,ROXHILL/WESTWOOD/ARBOR HEIGHTS,-122.373938501,47.52737813,2020.0,12.0,16.0,23.0,0.0,"8427, 32nd Avenue Southwest, High Point, Westwood, Seattle, King County, Washington, 98126, United States",98126
2020-928198,12/19/2020 09:22:19 AM,LARCENY-THEFT,Theft From Motor Vehicle,23F,MORGAN,-122.37911904,47.54564307,2020.0,12.0,17.0,2.0,0.0,"6331, 37th Avenue Southwest, High Point, Delridge, Seattle, King County, Washington, 98126, United States",98126
2020-928194,12/19/2020 09:02:12 AM,LARCENY-THEFT,Theft From Motor Vehicle,23F,NORTHGATE,-122.323242012,47.70744278,2020.0,12.0,17.0,3.0,0.0,"10720, 5th Avenue Northeast, Northgate, Seattle, King County, Washington, 98125, United States",98125
2020-928190,12/19/2020 08:42:12 AM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,WALLINGFORD,-122.334869646,47.66980721,2020.0,12.0,17.0,13.0,40.0,"5547, Kenwood Place North, Tangletown, Wallingford, Seattle, King County, Washington, 98103, United States",98103
2020-928187,12/19/2020 08:12:34 AM,LARCENY-THEFT,Theft From Motor Vehicle,23F,MONTLAKE/PORTAGE BAY,-122.294336529,47.64071317,2020.0,12.0,17.0,13.0,20.0,"Arboretum Drive East, Montlake, Madison Park, Seattle, King County, Washington, 98112, United States",98112
2020-928189,12/19/2020 08:12:27 AM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,NORTHGATE,-122.323242012,47.70744278,2020.0,12.0,17.0,3.0,0.0,"10720, 5th Avenue Northeast, Northgate, Seattle, King County, Washington, 98125, United States",98125
2020-928188,12/19/2020 08:12:20 AM,LARCENY-THEFT,Theft From Building,23D,MADRONA/LESCHI,-122.288759391,47.61288314,2020.0,12.0,15.0,6.0,15.0,"Glassybaby, East Union Street, Madrona, Seattle, King County, Washington, 98122, United States",98122
2020-928185,12/19/2020 08:02:14 AM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,UNIVERSITY,-122.313034226,47.66749153,2020.0,12.0,17.0,13.0,20.0,"Devoe, 5234, University Way Northeast, University District, Seattle, King County, Washington, 98105, United States",98105
2020-348035,12/19/2020 07:13:43 AM,MOTOR VEHICLE THEFT,Motor Vehicle Theft,240,FAUNTLEROY SW,-122.392121368,47.53156042,2020.0,12.0,18.0,10.0,0.0,"4613, Southwest Monroe Street, Seattle, King County, Washington, 98136, United States",98136
2020-928178,12/19/2020 06:52:19 AM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,ALKI,-122.407578285,47.56537088,2020.0,12.0,16.0,0.0,0.0,"4213, Beach Drive Southwest, Alki, West Seattle, Seattle, King County, Washington, 98116, United States",98116
2020-928175,12/19/2020 06:42:21 AM,LARCENY-THEFT,Theft From Motor Vehicle,23F,ROXHILL/WESTWOOD/ARBOR HEIGHTS,-122.365861371,47.5273804,2020.0,12.0,16.0,12.0,0.0,"8430, 26th Avenue Southwest, Westwood, Seattle, King County, Washington, 98106, United States",98106
2020-928171,12/19/2020 06:02:16 AM,LARCENY-THEFT,Theft From Motor Vehicle,23F,UNIVERSITY,-122.308381429,47.66125878,2020.0,12.0,16.0,19.0,35.0,"Northeast 45th Street, University District, Seattle, King County, Washington, 98105-6286, United States",98105-6286
2020-928169,12/18/2020 02:12:12 PM,BURGLARY/BREAKING&ENTERING,Burglary/Breaking & Entering,220,JUDKINS PARK/NORTH BEACON HILL,-122.310280938,47.59664771,2020.0,12.0,17.0,10.0,25.0,"1626, South Lane Street, Little Saigon, Central District, Seattle, King County, Washington, 98144, United States",98144
